GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,PERIOD,GAMES_FROM_RETURN,INJURY_DATE,PTS_ROLLING_AVG,REB_ROLLING_AVG,AST_ROLLING_AVG,STL_ROLLING_AVG,BLK_ROLLING_AVG,TOV_ROLLING_AVG,PLAYER,TEAM,INJURY_SEASON,INJURY_TYPE
2024-11-10,CHA @ PHI,L,27,2,2,2,1,0,0,Before,-61,2025-04-02,4.8,1.0,0.6,0.6,0.2,0.4,Josh Green,CHA,2024-25,Shoulder
2024-11-12,CHA @ ORL,L,29,0,3,1,0,0,4,Before,-60,2025-04-02,2.4,1.6,0.8,0.2,0.2,1.2,Josh Green,CHA,2024-25,Shoulder
2024-11-16,CHA vs. MIL,W,29,15,5,5,3,0,0,Before,-59,2025-04-02,3.8,2.6,1.8,0.8,0.2,1.2,Josh Green,CHA,2024-25,Shoulder
2024-11-17,CHA @ CLE,L,29,15,4,2,1,0,0,Before,-58,2025-04-02,6.8,3.0,2.0,1.0,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2024-11-19,CHA @ BKN,L,26,3,4,1,0,0,3,Before,-57,2025-04-02,7.0,3.6,2.2,1.0,0.0,1.4,Josh Green,CHA,2024-25,Shoulder
2024-11-21,CHA vs. DET,W,31,10,3,5,0,0,1,Before,-56,2025-04-02,8.6,3.8,2.8,0.8,0.0,1.6,Josh Green,CHA,2024-25,Shoulder
2024-11-23,CHA @ MIL,L,31,11,5,0,0,0,0,Before,-55,2025-04-02,10.8,4.2,2.6,0.8,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2024-11-25,CHA vs. ORL,L,29,2,3,0,0,0,2,Before,-54,2025-04-02,8.2,3.8,1.6,0.2,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2024-11-27,CHA vs. MIA,L,30,6,2,3,0,1,0,Before,-53,2025-04-02,6.4,3.4,1.8,0.0,0.2,1.2,Josh Green,CHA,2024-25,Shoulder
2024-11-29,CHA vs. NYK,L,29,15,1,3,2,0,0,Before,-52,2025-04-02,8.8,2.8,2.2,0.4,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2024-11-30,CHA vs. ATL,L,36,17,3,0,3,0,1,Before,-51,2025-04-02,10.2,2.8,1.2,1.0,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2024-12-03,CHA vs. PHI,L,36,0,4,2,0,0,1,Before,-50,2025-04-02,8.0,2.6,1.6,1.0,0.2,0.8,Josh Green,CHA,2024-25,Shoulder
2024-12-05,CHA @ NYK,L,26,5,4,2,1,0,1,Before,-49,2025-04-02,8.6,2.8,2.0,1.2,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2024-12-07,CHA vs. CLE,L,39,16,2,3,2,1,0,Before,-48,2025-04-02,10.6,2.8,2.0,1.6,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2024-12-08,CHA @ IND,W,29,10,4,1,2,1,3,Before,-47,2025-04-02,9.6,3.4,1.6,1.6,0.4,1.2,Josh Green,CHA,2024-25,Shoulder
2024-12-13,CHA @ CHI,L,31,9,2,2,1,1,1,Before,-46,2025-04-02,8.0,3.2,2.0,1.2,0.6,1.2,Josh Green,CHA,2024-25,Shoulder
2024-12-16,CHA vs. PHI,L,30,10,2,0,4,1,1,Before,-45,2025-04-02,10.0,2.8,1.6,2.0,0.8,1.2,Josh Green,CHA,2024-25,Shoulder
2024-12-19,CHA @ WAS,L,24,5,2,2,0,0,1,Before,-44,2025-04-02,10.0,2.4,1.6,1.8,0.8,1.2,Josh Green,CHA,2024-25,Shoulder
2024-12-20,CHA @ PHI,L,33,4,3,0,1,0,3,Before,-43,2025-04-02,7.6,2.6,1.0,1.6,0.6,1.8,Josh Green,CHA,2024-25,Shoulder
2024-12-23,CHA vs. HOU,L,31,3,2,1,0,0,1,Before,-42,2025-04-02,6.2,2.2,1.0,1.2,0.4,1.4,Josh Green,CHA,2024-25,Shoulder
2024-12-26,CHA @ WAS,L,30,3,3,2,1,2,1,Before,-41,2025-04-02,5.0,2.4,1.0,1.2,0.6,1.4,Josh Green,CHA,2024-25,Shoulder
2024-12-28,CHA vs. OKC,L,39,10,2,1,3,0,2,Before,-40,2025-04-02,5.0,2.4,1.2,1.0,0.4,1.6,Josh Green,CHA,2024-25,Shoulder
2024-12-30,CHA vs. CHI,L,38,14,6,1,0,0,2,Before,-39,2025-04-02,6.8,3.2,1.0,1.0,0.4,1.8,Josh Green,CHA,2024-25,Shoulder
2025-01-03,CHA @ DET,L,35,9,4,2,1,0,1,Before,-38,2025-04-02,7.8,3.4,1.4,1.0,0.4,1.4,Josh Green,CHA,2024-25,Shoulder
2025-01-05,CHA @ CLE,L,22,0,1,1,2,0,1,Before,-37,2025-04-02,7.2,3.2,1.4,1.4,0.4,1.4,Josh Green,CHA,2024-25,Shoulder
2025-01-07,CHA vs. PHX,W,13,5,6,0,1,0,0,Before,-36,2025-04-02,7.6,3.8,1.0,1.4,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2025-01-12,CHA @ PHX,L,30,2,7,0,3,0,1,Before,-35,2025-04-02,6.0,4.8,0.8,1.4,0.0,1.0,Josh Green,CHA,2024-25,Shoulder
2025-01-15,CHA @ UTA,W,22,3,3,1,0,0,0,Before,-34,2025-04-02,3.8,4.2,0.8,1.4,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-01-17,CHA @ CHI,W,30,8,3,2,2,0,0,Before,-33,2025-04-02,3.6,4.0,0.8,1.6,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2025-01-20,CHA vs. DAL,W,27,4,5,2,2,0,0,Before,-32,2025-04-02,4.4,4.8,1.0,1.6,0.0,0.2,Josh Green,CHA,2024-25,Shoulder
2025-01-22,CHA @ MEM,L,24,8,0,1,2,0,1,Before,-31,2025-04-02,5.0,3.6,1.2,1.8,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2025-01-24,CHA vs. POR,L,34,14,5,2,1,0,0,Before,-30,2025-04-02,7.4,3.2,1.6,1.4,0.0,0.2,Josh Green,CHA,2024-25,Shoulder
2025-01-25,CHA vs. NOP,W,24,13,2,1,1,0,1,Before,-29,2025-04-02,9.4,3.0,1.6,1.6,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2025-01-27,CHA vs. LAL,L,33,15,1,1,3,0,2,Before,-28,2025-04-02,10.8,2.6,1.4,1.8,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2025-01-31,CHA vs. LAC,L,37,10,4,1,0,0,0,Before,-27,2025-04-02,12.0,2.4,1.2,1.4,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2025-02-01,CHA vs. DEN,L,32,6,1,5,0,0,0,Before,-26,2025-04-02,11.6,2.6,2.0,1.0,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-02-03,CHA vs. WAS,L,37,11,3,1,2,0,1,Before,-25,2025-04-02,11.0,2.2,1.8,1.2,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2025-02-05,CHA vs. MIL,L,25,5,3,0,0,0,1,Before,-24,2025-04-02,9.4,2.4,1.6,1.0,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2025-02-10,CHA @ BKN,L,27,5,2,1,2,0,2,Before,-23,2025-04-02,7.4,2.6,1.6,0.8,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2025-02-12,CHA @ ORL,L,29,16,0,1,1,0,1,Before,-22,2025-04-02,8.6,1.8,1.6,1.0,0.0,1.0,Josh Green,CHA,2024-25,Shoulder
2025-02-19,CHA @ LAL,W,34,4,3,1,2,0,4,Before,-21,2025-04-02,8.2,2.2,0.8,1.4,0.0,1.8,Josh Green,CHA,2024-25,Shoulder
2025-02-20,CHA @ DEN,L,27,19,3,2,1,0,1,Before,-20,2025-04-02,9.8,2.2,1.0,1.2,0.0,1.8,Josh Green,CHA,2024-25,Shoulder
2025-02-22,CHA @ POR,L,23,4,2,2,2,0,2,Before,-19,2025-04-02,9.6,2.0,1.4,1.6,0.0,2.0,Josh Green,CHA,2024-25,Shoulder
2025-02-24,CHA @ SAC,L,25,3,0,1,2,0,2,Before,-18,2025-04-02,9.2,1.6,1.4,1.6,0.0,2.0,Josh Green,CHA,2024-25,Shoulder
2025-02-25,CHA @ GSW,L,25,6,1,3,1,1,0,Before,-17,2025-04-02,7.2,1.8,1.8,1.6,0.2,1.8,Josh Green,CHA,2024-25,Shoulder
2025-02-27,CHA @ DAL,L,36,7,2,2,0,0,0,Before,-16,2025-04-02,7.8,1.6,2.0,1.2,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2025-03-01,CHA vs. WAS,L,32,13,4,5,3,1,0,Before,-15,2025-04-02,6.6,1.8,2.6,1.6,0.4,0.8,Josh Green,CHA,2024-25,Shoulder
2025-03-03,CHA vs. GSW,L,26,2,1,0,0,0,0,Before,-14,2025-04-02,6.2,1.6,2.2,1.2,0.4,0.4,Josh Green,CHA,2024-25,Shoulder
2025-03-07,CHA vs. CLE,L,30,3,3,1,1,0,2,Before,-13,2025-04-02,6.2,2.2,2.2,1.0,0.4,0.4,Josh Green,CHA,2024-25,Shoulder
2025-03-08,CHA vs. BKN,W,25,0,4,5,0,0,1,Before,-12,2025-04-02,5.0,2.8,2.6,0.8,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2025-03-10,CHA @ MIA,W,32,3,6,2,1,0,1,Before,-11,2025-04-02,4.2,3.6,2.6,1.0,0.2,0.8,Josh Green,CHA,2024-25,Shoulder
2025-03-12,CHA @ ATL,L,30,2,3,0,2,0,1,Before,-10,2025-04-02,2.0,3.4,1.6,0.8,0.0,1.0,Josh Green,CHA,2024-25,Shoulder
2025-03-14,CHA @ SAS,W,28,20,1,3,4,0,0,Before,-9,2025-04-02,5.6,3.4,2.2,1.6,0.0,1.0,Josh Green,CHA,2024-25,Shoulder
2025-03-16,CHA @ LAC,L,27,8,1,2,1,1,0,Before,-8,2025-04-02,6.6,3.0,2.4,1.6,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2025-03-18,CHA vs. ATL,L,20,2,2,3,0,0,3,Before,-7,2025-04-02,7.0,2.6,2.0,1.6,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2025-03-20,CHA vs. NYK,W,21,5,0,1,0,0,1,Before,-6,2025-04-02,7.4,1.4,1.8,1.4,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2025-03-21,CHA @ OKC,L,25,12,1,2,1,0,3,Before,-5,2025-04-02,9.4,1.0,2.2,1.2,0.2,1.4,Josh Green,CHA,2024-25,Shoulder
2025-03-25,CHA vs. ORL,L,21,13,0,0,1,0,0,Before,-4,2025-04-02,8.0,0.8,1.6,0.6,0.2,1.4,Josh Green,CHA,2024-25,Shoulder
2025-03-28,CHA @ TOR,L,23,5,2,1,1,1,3,Before,-3,2025-04-02,7.4,1.0,1.4,0.6,0.2,2.0,Josh Green,CHA,2024-25,Shoulder
2025-03-31,CHA vs. UTA,W,26,14,2,3,0,0,1,Before,-2,2025-04-02,9.8,1.0,1.4,0.6,0.2,1.6,Josh Green,CHA,2024-25,Shoulder
2025-04-02,CHA @ IND,L,8,3,1,1,0,0,2,Before,-1,2025-04-02,9.4,1.2,1.4,0.6,0.2,1.8,Josh Green,CHA,2024-25,Shoulder
2025-12-12,CHA vs. CHI,L,17,2,0,1,1,0,0,After,1,2025-04-02,2.0,0.0,1.0,1.0,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2025-12-14,CHA @ CLE,W,15,8,2,0,1,0,0,After,2,2025-04-02,5.0,1.0,0.5,1.0,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2025-12-18,CHA vs. ATL,W,11,3,3,1,0,0,0,After,3,2025-04-02,4.333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2025-12-20,CHA @ DET,L,14,5,3,2,3,0,2,After,4,2025-04-02,4.5,2.0,1.0,1.25,0.0,0.5,Josh Green,CHA,2024-25,Shoulder
2025-12-22,CHA @ CLE,L,20,10,1,1,2,0,1,After,5,2025-04-02,5.6,1.8,1.0,1.4,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-12-23,CHA vs. WAS,W,11,3,2,2,0,0,0,After,6,2025-04-02,5.8,2.2,1.2,1.2,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-12-26,CHA @ ORL,W,12,6,1,0,0,0,0,After,7,2025-04-02,5.4,2.0,1.2,1.0,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-12-29,CHA vs. MIL,L,23,10,2,1,0,0,0,After,8,2025-04-02,6.8,1.8,1.2,1.0,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2025-12-31,CHA vs. GSW,L,17,5,2,2,0,0,0,After,9,2025-04-02,6.8,1.6,1.2,0.4,0.0,0.2,Josh Green,CHA,2024-25,Shoulder
2026-01-02,CHA @ MIL,L,13,0,0,0,0,0,0,After,10,2025-04-02,4.8,1.4,1.0,0.0,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2026-01-03,CHA @ CHI,W,25,3,3,3,1,0,0,After,11,2025-04-02,4.8,1.6,1.2,0.2,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2026-01-05,CHA @ OKC,W,10,0,1,0,0,0,0,After,12,2025-04-02,3.6,1.6,1.2,0.2,0.0,0.0,Josh Green,CHA,2024-25,Shoulder
2026-01-07,CHA vs. TOR,L,13,3,2,0,0,0,2,After,13,2025-04-02,2.2,1.6,1.0,0.2,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2026-01-08,CHA vs. IND,L,18,3,0,0,1,0,1,After,14,2025-04-02,1.8,1.2,0.6,0.4,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-10,CHA @ UTA,W,25,13,4,2,1,0,0,After,15,2025-04-02,4.4,2.0,1.0,0.6,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-12,CHA @ LAC,L,13,3,2,1,0,0,0,After,16,2025-04-02,4.4,1.8,0.6,0.4,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-15,CHA @ LAL,W,14,0,3,2,1,1,0,After,17,2025-04-02,4.4,2.2,1.0,0.6,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-17,CHA @ GSW,L,15,0,1,1,0,0,2,After,18,2025-04-02,3.8,2.0,1.2,0.6,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-18,CHA @ DEN,W,13,3,3,0,0,0,1,After,19,2025-04-02,3.8,2.6,1.2,0.4,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-01-21,CHA vs. CLE,L,19,7,9,2,1,0,1,After,20,2025-04-02,2.6,3.6,1.2,0.4,0.2,0.8,Josh Green,CHA,2024-25,Shoulder
2026-01-22,CHA @ ORL,W,16,6,0,0,1,1,0,After,21,2025-04-02,3.2,3.2,1.0,0.6,0.4,0.8,Josh Green,CHA,2024-25,Shoulder
2026-01-24,CHA vs. WAS,W,15,6,2,0,0,0,1,After,22,2025-04-02,4.4,3.0,0.6,0.4,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2026-01-26,CHA vs. PHI,W,21,12,2,4,1,0,2,After,23,2025-04-02,6.8,3.2,1.2,0.6,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2026-01-28,CHA @ MEM,W,16,0,1,0,0,0,2,After,24,2025-04-02,6.2,2.8,1.2,0.6,0.2,1.2,Josh Green,CHA,2024-25,Shoulder
2026-01-29,CHA @ DAL,W,15,2,3,1,0,0,1,After,25,2025-04-02,5.2,1.6,1.0,0.4,0.2,1.2,Josh Green,CHA,2024-25,Shoulder
2026-01-31,CHA vs. SAS,W,11,0,1,2,0,0,0,After,26,2025-04-02,4.0,1.8,1.4,0.2,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2026-02-02,CHA vs. NOP,W,10,0,0,0,0,0,1,After,27,2025-04-02,2.8,1.4,1.4,0.2,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2026-02-05,CHA @ HOU,W,23,14,1,2,4,1,1,After,28,2025-04-02,3.2,1.2,1.0,0.8,0.2,1.0,Josh Green,CHA,2024-25,Shoulder
2026-02-07,CHA @ ATL,W,13,8,1,0,0,0,0,After,29,2025-04-02,4.8,1.2,1.0,0.8,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-02-09,CHA vs. DET,L,23,5,5,1,0,0,1,After,30,2025-04-02,5.4,1.6,1.0,0.8,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-02-11,CHA vs. ATL,W,19,3,0,0,0,0,0,After,31,2025-04-02,6.0,1.4,0.6,0.8,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-02-19,CHA vs. HOU,L,14,2,2,0,1,0,1,After,32,2025-04-02,6.4,1.8,0.6,1.0,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-02-20,CHA vs. CLE,L,20,11,2,2,1,1,0,After,33,2025-04-02,5.8,2.0,0.6,0.4,0.2,0.4,Josh Green,CHA,2024-25,Shoulder
2026-02-22,CHA @ WAS,W,23,12,4,1,2,0,0,After,34,2025-04-02,6.6,2.6,0.8,0.8,0.2,0.4,Josh Green,CHA,2024-25,Shoulder
2026-02-24,CHA @ CHI,W,17,11,4,0,0,0,1,After,35,2025-04-02,7.8,2.4,0.6,0.8,0.2,0.4,Josh Green,CHA,2024-25,Shoulder
2026-02-26,CHA @ IND,W,20,0,0,1,1,0,1,After,36,2025-04-02,7.2,2.4,0.8,1.0,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-02-28,CHA vs. POR,W,15,6,3,0,1,0,2,After,37,2025-04-02,8.0,2.6,0.8,1.0,0.2,0.8,Josh Green,CHA,2024-25,Shoulder
2026-03-03,CHA vs. DAL,W,25,11,3,2,0,0,0,After,38,2025-04-02,8.0,2.8,0.8,0.8,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2026-03-04,CHA @ BOS,W,21,6,3,1,1,0,0,After,39,2025-04-02,6.8,2.6,0.8,0.6,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2026-03-06,CHA vs. MIA,L,14,2,1,1,0,1,1,After,40,2025-04-02,5.0,2.0,1.0,0.6,0.2,0.8,Josh Green,CHA,2024-25,Shoulder
2026-03-08,CHA @ PHX,L,14,3,0,1,0,0,0,After,41,2025-04-02,5.6,2.0,1.0,0.4,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-10,CHA @ POR,W,21,3,3,1,0,0,1,After,42,2025-04-02,5.0,2.0,1.2,0.2,0.2,0.4,Josh Green,CHA,2024-25,Shoulder
2026-03-11,CHA @ SAC,W,11,0,1,1,2,0,1,After,43,2025-04-02,2.8,1.6,1.0,0.6,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-14,CHA @ SAS,L,18,6,1,0,0,0,0,After,44,2025-04-02,2.8,1.2,0.8,0.4,0.2,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-17,CHA vs. MIA,W,14,0,2,0,1,0,1,After,45,2025-04-02,2.4,1.4,0.6,0.6,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-19,CHA vs. ORL,W,18,5,3,0,1,0,0,After,46,2025-04-02,2.8,2.0,0.4,0.8,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-21,CHA vs. MEM,W,20,5,4,0,1,0,0,After,47,2025-04-02,3.2,2.2,0.2,1.0,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2026-03-24,CHA vs. SAC,W,17,6,0,1,1,0,1,After,48,2025-04-02,4.4,2.0,0.2,0.8,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2026-03-26,CHA vs. NYK,W,2,0,0,0,0,0,0,After,49,2025-04-02,3.2,1.8,0.2,0.8,0.0,0.4,Josh Green,CHA,2024-25,Shoulder
2026-03-28,CHA vs. PHI,L,10,2,0,1,1,0,2,After,50,2025-04-02,3.6,1.4,0.4,0.8,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-03-29,CHA vs. BOS,L,18,0,0,1,1,0,1,After,51,2025-04-02,2.6,0.8,0.6,0.8,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2026-03-31,CHA @ BKN,W,13,3,0,0,1,0,2,After,52,2025-04-02,2.2,0.0,0.6,0.8,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2026-04-02,CHA vs. PHX,W,7,0,0,0,0,0,1,After,53,2025-04-02,1.0,0.0,0.4,0.6,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2026-04-03,CHA vs. IND,W,24,6,2,2,1,0,0,After,54,2025-04-02,2.2,0.4,0.8,0.8,0.0,1.2,Josh Green,CHA,2024-25,Shoulder
2026-04-05,CHA @ MIN,W,3,0,0,0,0,0,0,After,55,2025-04-02,1.8,0.4,0.6,0.6,0.0,0.8,Josh Green,CHA,2024-25,Shoulder
2026-04-07,CHA @ BOS,L,7,3,2,0,0,0,0,After,56,2025-04-02,2.4,0.8,0.4,0.4,0.0,0.6,Josh Green,CHA,2024-25,Shoulder
2026-04-10,CHA vs. DET,L,11,0,0,0,0,1,0,After,57,2025-04-02,1.8,0.8,0.4,0.2,0.2,0.2,Josh Green,CHA,2024-25,Shoulder
2026-04-12,CHA @ NYK,W,10,3,2,0,0,0,0,After,58,2025-04-02,2.4,1.2,0.4,0.2,0.2,0.0,Josh Green,CHA,2024-25,Shoulder
2024-10-25,NOP @ POR,W,29,16,11,7,1,3,1,Before,-30,2025-03-19,16.0,11.0,7.0,1.0,3.0,1.0,Zion Williamson,NOP,2024-25,Hamstring
2024-10-27,NOP @ POR,L,28,14,3,4,0,1,3,Before,-29,2025-03-19,15.0,7.0,5.5,0.5,2.0,2.0,Zion Williamson,NOP,2024-25,Hamstring
2024-10-29,NOP @ GSW,L,30,31,8,3,0,1,7,Before,-28,2025-03-19,20.333333333333332,7.333333333333333,4.666666666666667,0.3333333333333333,1.6666666666666667,3.6666666666666665,Zion Williamson,NOP,2024-25,Hamstring
2024-10-30,NOP @ GSW,L,33,12,12,4,0,1,4,Before,-27,2025-03-19,18.25,8.5,4.5,0.25,1.5,3.75,Zion Williamson,NOP,2024-25,Hamstring
2024-11-01,NOP vs. IND,W,37,34,6,10,2,0,3,Before,-26,2025-03-19,21.4,8.0,5.6,0.6,1.2,3.6,Zion Williamson,NOP,2024-25,Hamstring
2024-11-06,NOP vs. CLE,L,29,29,8,4,1,1,4,Before,-25,2025-03-19,24.0,7.4,5.0,0.6,0.8,4.2,Zion Williamson,NOP,2024-25,Hamstring
2025-01-07,NOP vs. MIN,L,28,22,6,4,3,1,4,Before,-24,2025-03-19,25.6,8.0,5.0,1.2,0.8,4.4,Zion Williamson,NOP,2024-25,Hamstring
2025-01-12,NOP @ BOS,L,28,16,7,3,5,0,2,Before,-23,2025-03-19,22.6,7.8,5.0,2.2,0.6,3.4,Zion Williamson,NOP,2024-25,Hamstring
2025-01-14,NOP @ CHI,W,24,21,7,9,0,1,4,Before,-22,2025-03-19,24.4,6.8,6.0,2.2,0.6,3.4,Zion Williamson,NOP,2024-25,Hamstring
2025-01-17,NOP vs. UTA,W,23,24,14,6,0,3,2,Before,-21,2025-03-19,22.4,8.4,5.2,1.8,1.2,3.2,Zion Williamson,NOP,2024-25,Hamstring
2025-01-25,NOP @ CHA,L,26,28,11,2,1,1,4,Before,-20,2025-03-19,22.2,9.0,4.8,1.8,1.2,3.2,Zion Williamson,NOP,2024-25,Hamstring
2025-01-27,NOP @ TOR,L,27,31,7,2,0,3,3,Before,-19,2025-03-19,24.0,9.2,4.4,1.2,1.6,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-01-29,NOP vs. DAL,L,28,29,6,7,2,0,2,Before,-18,2025-03-19,26.6,9.0,5.2,0.6,1.6,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-02-03,NOP @ DEN,L,28,14,6,5,1,1,1,Before,-17,2025-03-19,25.2,8.8,4.4,0.8,1.6,2.4,Zion Williamson,NOP,2024-25,Hamstring
2025-02-05,NOP @ DEN,L,27,28,6,4,2,0,3,Before,-16,2025-03-19,26.0,7.2,4.0,1.2,1.0,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-02-08,NOP @ SAC,L,28,40,4,4,2,0,3,Before,-15,2025-03-19,28.4,5.8,4.4,1.4,0.8,2.4,Zion Williamson,NOP,2024-25,Hamstring
2025-02-10,NOP @ OKC,L,26,17,2,5,1,0,5,Before,-14,2025-03-19,25.6,4.8,5.0,1.6,0.2,2.8,Zion Williamson,NOP,2024-25,Hamstring
2025-02-12,NOP vs. SAC,L,28,33,9,7,2,0,1,Before,-13,2025-03-19,26.4,5.4,5.0,1.6,0.2,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-02-21,NOP @ DAL,L,27,29,7,3,2,0,3,Before,-12,2025-03-19,29.4,5.6,4.6,1.8,0.0,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-02-23,NOP vs. SAS,W,28,22,9,3,2,2,1,Before,-11,2025-03-19,28.2,6.2,4.4,1.8,0.4,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-02-25,NOP vs. SAS,W,29,18,6,3,1,0,6,Before,-10,2025-03-19,23.8,6.6,4.2,1.6,0.4,3.2,Zion Williamson,NOP,2024-25,Hamstring
2025-02-27,NOP @ PHX,W,31,27,10,11,0,2,2,Before,-9,2025-03-19,25.8,8.2,5.4,1.4,0.8,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-03-02,NOP @ UTA,W,29,24,6,9,2,0,1,Before,-8,2025-03-19,24.0,7.6,5.8,1.4,0.8,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-03-04,NOP @ LAL,L,26,37,4,6,1,1,0,Before,-7,2025-03-19,25.6,7.0,6.4,1.2,1.0,2.0,Zion Williamson,NOP,2024-25,Hamstring
2025-03-06,NOP vs. HOU,L,32,20,10,3,1,2,4,Before,-6,2025-03-19,25.2,7.2,6.4,1.0,1.0,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-03-08,NOP @ HOU,L,28,20,2,3,2,0,4,Before,-5,2025-03-19,25.6,6.4,6.4,1.2,1.0,2.2,Zion Williamson,NOP,2024-25,Hamstring
2025-03-11,NOP vs. LAC,W,33,22,10,12,0,1,5,Before,-4,2025-03-19,24.6,6.4,6.6,1.2,0.8,2.8,Zion Williamson,NOP,2024-25,Hamstring
2025-03-13,NOP vs. ORL,L,28,20,8,5,0,0,2,Before,-3,2025-03-19,23.8,6.8,5.8,0.8,0.8,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-03-17,NOP vs. DET,L,28,30,6,3,0,2,3,Before,-2,2025-03-19,22.4,7.2,5.2,0.6,1.0,3.6,Zion Williamson,NOP,2024-25,Hamstring
2025-03-19,NOP @ MIN,W,30,29,5,8,3,0,3,Before,-1,2025-03-19,24.2,6.2,6.2,1.0,0.6,3.4,Zion Williamson,NOP,2024-25,Hamstring
2025-10-22,NOP @ MEM,L,33,27,9,5,5,0,3,After,1,2025-03-19,27.0,9.0,5.0,5.0,0.0,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-10-24,NOP vs. SAS,L,37,27,10,7,3,0,4,After,2,2025-03-19,27.0,9.5,6.0,4.0,0.0,3.5,Zion Williamson,NOP,2024-25,Hamstring
2025-10-29,NOP @ DEN,L,26,11,0,2,1,1,3,After,3,2025-03-19,21.666666666666668,6.333333333333333,4.666666666666667,3.0,0.3333333333333333,3.3333333333333335,Zion Williamson,NOP,2024-25,Hamstring
